"Name","teamName","slotName","projectedPoints","final_adp","adp_adj_pts"
"Josh Naylor","Cleveland Guardians","IF",6.7,36,6.89142857142857
"Jake Meyers","Houston Astros","OF",6.6,36,6.78857142857143
"Yoán Moncada","Chicago White Sox","IF",6.6,36,6.78857142857143
"Ezequiel Tovar","Colorado Rockies","IF",6.6,36,6.78857142857143
"Miguel Rojas","Los Angeles Dodgers","IF",6.4,36,6.58285714285714
"Harold Castro","Colorado Rockies","IF",6.4,36,6.58285714285714
"Gabriel Moreno","Arizona Diamondbacks","IF",6.3,36,6.48
"Tomás Nido","New York Mets","IF",6.1,36,6.27428571428571
"Alek Thomas","Arizona Diamondbacks","OF",6.1,36,6.27428571428571
"Martín Maldonado","Houston Astros","IF",5.8,36,5.96571428571429
"Myles Straw","Cleveland Guardians","OF",5.6,36,5.76
"Elvis Andrus","Chicago White Sox","IF",5.5,36,5.65714285714286
"Geraldo Perdomo","Arizona Diamondbacks","IF",5.4,36,5.55428571428572
"Trayce Thompson","Los Angeles Dodgers","OF",3.3,36,3.39428571428571
"Gabriel Arias","Cleveland Guardians","IF",3.1,36,3.18857142857143
"Matt Carpenter","San Diego Padres","OF",2.9,36,2.98285714285714
"Tim Locastro","New York Mets","OF",2.8,36,2.88
"Cooper Hummel","Seattle Mariners","OF",2.8,36,2.88
"Sam Haggerty","Seattle Mariners","OF",2.7,36,2.77714285714286
"Kyle Lewis","Arizona Diamondbacks","OF",2.7,36,2.77714285714286
"Jurickson Profar","Colorado Rockies","OF",2.6,36,2.67428571428571
"Chas McCormick","Houston Astros","OF",2.5,36,2.57142857142857
"Will Brennan","Cleveland Guardians","OF",2.5,36,2.57142857142857
"Mike Moustakas","Colorado Rockies","OF",2.4,36,2.46857142857143
"Seby Zavala","Chicago White Sox","IF",2.2,36,2.26285714285714
"Nick Ahmed","Arizona Diamondbacks","IF",2.1,36,2.16
"Omar Narváez","New York Mets","IF",2.1,36,2.16
"Brian Serven","Colorado Rockies","IF",2,36,2.05714285714286
"David Dahl","San Diego Padres","OF",1.9,1000,1.9019019019019
"Romy González","Chicago White Sox","IF",1.8,1000,1.8018018018018
"Hanser Alberto","Chicago White Sox","IF",1.7,1000,1.7017017017017
"Jose Herrera","Arizona Diamondbacks","IF",1.3,1000,1.3013013013013
"Evan Phillips","Los Angeles Dodgers","P",0.7,36,0.72
"Hector Neris","Houston Astros","P",0.7,36,0.72
"Andrew Chafin","Arizona Diamondbacks","P",0.6,36,0.617142857142857
"A.J. Puk","Miami Marlins","P",0.6,36,0.617142857142857
"Dylan Floro","Miami Marlins","P",0.5,36,0.514285714285714
"Kendall Graveman","Chicago White Sox","P",0.5,36,0.514285714285714
"Brad Hand","Colorado Rockies","P",0.5,36,0.514285714285714
"Josh Hader","San Diego Padres","P",0.4,36,0.411428571428571
"Dennis Santana","New York Mets","P",0.4,36,0.411428571428571
"James Karinchak","Cleveland Guardians","P",0.4,36,0.411428571428571
"Clayton Kershaw","Los Angeles Dodgers","P",0,1000,0
"Luis Castillo","Seattle Mariners","P",0,1000,0
"Julio Urías","Los Angeles Dodgers","P",0,1000,0
"Xzavion Curry","Cleveland Guardians","P",0,1000,0
"Trevor Gott","Seattle Mariners","P",0,1000,0
"Stephen Nogosek","New York Mets","P",0,1000,0
"Domingo Tapia","San Diego Padres","P",0,1000,0
"Andre Jackson","Los Angeles Dodgers","P",0,1000,0
"Jake Bird","Colorado Rockies","P",0,1000,0
"Shelby Miller","Los Angeles Dodgers","P",0,1000,0
"Andrew Nardi","Miami Marlins","P",0,1000,0
"Ryan Pepiot","Los Angeles Dodgers","P",0,1000,0
"Michel Baez","","P",0,1000,0
"Cody Morris","Cleveland Guardians","P",0,1000,0
"José Butto","New York Mets","P",0,1000,0
"Alex Reyes","Los Angeles Dodgers","P",0,1000,0
"Mike Clevinger","Chicago White Sox","P",0,1000,0
"Blake Snell","San Diego Padres","P",0,1000,0
"Sixto Sánchez","Miami Marlins","P",0,1000,0
"Lance McCullers Jr.","Houston Astros","P",0,1000,0
"Justin Topa","Seattle Mariners","P",0,1000,0
"Justin Bruihl","Los Angeles Dodgers","P",0,1000,0
"Korey Lee","Houston Astros","IF",0,1000,0
"Michael Wacha","San Diego Padres","P",0,1000,0
"Ryan Weathers","San Diego Padres","P",0,1000,0
"Joe Musgrove","San Diego Padres","P",0,1000,0
"Sam Coonrod","New York Mets","P",0,1000,0
"Logan Gilbert","Seattle Mariners","P",0,1000,0
"Brandon Bielak","Houston Astros","P",0,1000,0
"Framber Valdez","Houston Astros","P",0,1000,0
"Anthony Bender","Miami Marlins","P",0,1000,0
"Tayler Saucedo","Seattle Mariners","P",0,1000,0
"Pedro Avila","San Diego Padres","P",0,1000,0
"Adrian Morejon","San Diego Padres","P",0,1000,0
"Robert Suarez","San Diego Padres","P",0,1000,0
"Michael Brantley","Houston Astros","OF",0,1000,0
"Nic Enright","Miami Marlins","P",0,1000,0
"Tanner Banks","Chicago White Sox","P",0,1000,0
"Konnor Pilkington","Cleveland Guardians","P",0,1000,0
"José Urquidy","Houston Astros","P",0,1000,0
"Sam Hentges","Cleveland Guardians","P",0,1000,0
"Walker Buehler","Los Angeles Dodgers","P",0,1000,0
"Max Meyer","Miami Marlins","P",0,1000,0
"Zach Davies","Arizona Diamondbacks","P",0,1000,0
"Luis Frías","Arizona Diamondbacks","P",0,1000,0
"Jose Altuve","Houston Astros","IF",0,1000,0
"Aaron Civale","Cleveland Guardians","P",0,1000,0
"Johnny Cueto","Miami Marlins","P",0,1000,0
"Ray Kerr","San Diego Padres","P",0,1000,0
"Peter Lambert","Colorado Rockies","P",0,1000,0
"George Kirby","Seattle Mariners","P",0,1000,0
"Enoli Paredes","Houston Astros","P",0,1000,0
"Taylor Trammell","Seattle Mariners","OF",0,1000,0
"Edward Cabrera","Miami Marlins","P",0,1000,0
"Germán Márquez","Colorado Rockies","P",0,1000,0
"Cal Quantrill","Cleveland Guardians","P",0,1000,0
"Kodai Senga","New York Mets","P",0,1000,0
"Liam Hendriks","Chicago White Sox","P",0,1000,0
"Parker Mushinski","Houston Astros","P",0,1000,0
"Brent Honeywell Jr.","San Diego Padres","P",0,1000,0
"Ryan Feltner","Colorado Rockies","P",0,1000,0
"Tyler Kinley","Colorado Rockies","P",0,1000,0
"Frank German","Chicago White Sox","P",0,1000,0
"Fernando Tatis Jr.","San Diego Padres","IF",0,1000,0
"Jonathan Stiever","Chicago White Sox","P",0,1000,0
"Stephen Ridings","New York Mets","P",0,1000,0
"Shane Bieber","Cleveland Guardians","P",0,1000,0
"Daniel Hudson","Los Angeles Dodgers","P",0,1000,0
"Brennan Bernardino","Seattle Mariners","P",0,1000,0
"Zac Gallen","Arizona Diamondbacks","P",0,1000,0
"Joey Lucchesi","New York Mets","P",0,1000,0
"Gavin Hollowell","Colorado Rockies","P",0,1000,0
"Easton McGee","Seattle Mariners","P",0,1000,0
"Joey Cantillo","Cleveland Guardians","P",0,1000,0
"Bligh Madris","","OF",0,1000,0
"Brendan Rodgers","Colorado Rockies","IF",0,1000,0
"Michael Grove","Los Angeles Dodgers","P",0,1000,0
"José Ureña","Colorado Rockies","P",0,1000,0
"Garrett Crochet","Chicago White Sox","P",0,1000,0
"Michael Toglia","Colorado Rockies","OF",0,1000,0
"Blake Taylor","Houston Astros","P",0,1000,0
"Dylan Moore","Seattle Mariners","OF",0,1000,0
"Nick Avila","","P",0,1000,0
"Joe Mantiply","Arizona Diamondbacks","P",0,1000,0
"Yu Darvish","San Diego Padres","P",0,1000,0
"Davis Martin","Chicago White Sox","P",0,1000,0
"Carson Kelly","Arizona Diamondbacks","IF",0,1000,0
"J.J. Matijevic","","IF",0,1000,0
"Edwin Díaz","New York Mets","P",0,1000,0
"Blake Treinen","Los Angeles Dodgers","P",0,1000,0
"Adam Engel","San Diego Padres","OF",0,1000,0
"Drew Pomeranz","San Diego Padres","P",0,1000,0
"Julio Teheran","","P",0,1000,0
"Tommy Henry","Arizona Diamondbacks","P",0,1000,0
"Ronel Blanco","Houston Astros","P",0,1000,0
"Victor González","Los Angeles Dodgers","P",0,1000,0
"Luis Garcia","Houston Astros","P",0,1000,0
"Justin Verlander","New York Mets","P",0,1000,0
"Marco Gonzales","Seattle Mariners","P",0,1000,0
"Randal Grichuk","Colorado Rockies","OF",0,1000,0
"Bryce Montes de Oca","New York Mets","P",0,1000,0
"Corbin Martin","Arizona Diamondbacks","P",0,1000,0
"Nick Mears","Colorado Rockies","P",0,1000,0
"Sandy Alcantara","Miami Marlins","P",0,1000,0
"Austin Gomber","Colorado Rockies","P",0,1000,0
"Reiss Knehr","San Diego Padres","P",0,1000,0
"Lucas Gilbreath","Colorado Rockies","P",0,1000,0
"Dylan Cease","Chicago White Sox","P",0,1000,0
"Madison Bumgarner","Arizona Diamondbacks","P",0,1000,0
"Noah Syndergaard","Los Angeles Dodgers","P",0,1000,0
"Eguy Rosario","San Diego Padres","IF",0,1000,0
"Sean Bouchard","Colorado Rockies","IF",0,1000,0
"Rylan Bannon","Houston Astros","IF",0,1000,0
"Steven Okert","Miami Marlins","P",0,1000,0
"Noah Davis","Colorado Rockies","P",0,1000,0
"Tony Gonsolin","Los Angeles Dodgers","P",0,1000,0
"Antonio Senzatela","Colorado Rockies","P",0,1000,0
"Michael Kopech","Chicago White Sox","P",0,1000,0
"Carlos Carrasco","New York Mets","P",0,1000,0
"Seth Lugo","San Diego Padres","P",0,1000,0
"Lucas Giolito","Chicago White Sox","P",0,1000,0
"Nick Padilla","Chicago White Sox","P",0,1000,0
"Leury García","","IF",0,1000,0
"Jake Burger","Chicago White Sox","IF",0,1000,0
"Zach Plesac","Cleveland Guardians","P",0,1000,0
"Gabe Speier","Seattle Mariners","P",0,1000,0
"Tommy Nance","Miami Marlins","P",0,1000,0
"Jimmy Nelson","Los Angeles Dodgers","P",0,1000,0
"Jeff Brigham","New York Mets","P",0,1000,0
"Mark Melancon","Arizona Diamondbacks","P",0,1000,0
"Matt Foster","Chicago White Sox","P",0,1000,0
"Hunter Brown","Houston Astros","P",0,1000,0
"Max Scherzer","New York Mets","P",0,1000,0
"Daniel Bard","Colorado Rockies","P",0,1000,0
"Trevor Rogers","Miami Marlins","P",0,1000,0
"Tylor Megill","New York Mets","P",0,1000,0
"J.P. Feyereisen","Los Angeles Dodgers","P",0,1000,0
"Ryne Nelson","Arizona Diamondbacks","P",0,1000,0
"Triston McKenzie","Cleveland Guardians","P",0,1000,0
"José Quintana","New York Mets","P",0,1000,0
"Gavin Lux","Los Angeles Dodgers","IF",0,1000,0
"José Castillo","San Diego Padres","P",0,1000,0
"Matt Gage","Houston Astros","P",0,1000,0
"A.J. Alexy","Chicago White Sox","P",0,1000,0
"Elieser Hernández","New York Mets","P",0,1000,0
"Gregory Santos","Chicago White Sox","P",0,1000,0
"Ty Blach","Colorado Rockies","P",0,1000,0
"Connor Seabold","Colorado Rockies","P",0,1000,0
"Luis Campusano","San Diego Padres","IF",2.8,NA,NA
"Tommy La Stella","Seattle Mariners","IF",2.7,NA,NA
"Chris Taylor","Los Angeles Dodgers","IF",2.7,NA,NA
"Tom Murphy","Seattle Mariners","IF",2.5,NA,NA
"Evan Longoria","Arizona Diamondbacks","IF",2.5,NA,NA
"Andrew Vaughn","Chicago White Sox","IF",2.4,NA,NA
"Rougned Odor","San Diego Padres","IF",2.4,NA,NA
"Joey Wendle","Miami Marlins","IF",2.4,NA,NA
"Alan Trejo","Colorado Rockies","IF",2.4,NA,NA
"Jason Heyward","Los Angeles Dodgers","OF",2.4,NA,NA
"Bryan De La Cruz","Miami Marlins","OF",2.4,NA,NA
"Austin Barnes","Los Angeles Dodgers","IF",2.3,NA,NA
"Jacob Stallings","Miami Marlins","IF",2.3,NA,NA
"Yainer Diaz","Houston Astros","IF",2.3,NA,NA
"Daniel Vogelbach","New York Mets","OF",2.1,NA,NA
"Jesús Sánchez","Miami Marlins","OF",2.1,NA,NA
"Mauricio Dubón","Houston Astros","IF",2,NA,NA
"Luis Guillorme","New York Mets","IF",2,NA,NA
"Meibrys Viloria","Cleveland Guardians","IF",1.9,NA,NA
"Cam Gallagher","Cleveland Guardians","IF",1.9,NA,NA
"Ryan Pressly","Houston Astros","P",0.7,NA,NA
"Drey Jameson","Arizona Diamondbacks","P",0.7,NA,NA
"Adam Ottavino","New York Mets","P",0.7,NA,NA
"Dinelson Lamet","Colorado Rockies","P",0.7,NA,NA
"Emmanuel Clase","Cleveland Guardians","P",0.7,NA,NA
"Ryne Stanek","Houston Astros","P",0.6,NA,NA
"Phil Maton","Houston Astros","P",0.6,NA,NA
"Tanner Scott","Miami Marlins","P",0.6,NA,NA
"Jake Diekman","Chicago White Sox","P",0.6,NA,NA
"Diego Castillo","Seattle Mariners","P",0.6,NA,NA
"Eli Morgan","Cleveland Guardians","P",0.6,NA,NA
"Nabil Crismatt","San Diego Padres","P",0.6,NA,NA
"Tim Herrin","Cleveland Guardians","P",0.6,NA,NA
"Braxton Garrett","Miami Marlins","P",0.6,NA,NA
"Rafael Montero","Houston Astros","P",0.6,NA,NA
"Carlos Vargas","Arizona Diamondbacks","P",0.6,NA,NA
"Brent Suter","Colorado Rockies","P",0.5,NA,NA
"Reynaldo López","Chicago White Sox","P",0.5,NA,NA
"Brusdar Graterol","Los Angeles Dodgers","P",0.5,NA,NA
"José Ruiz","Chicago White Sox","P",0.5,NA,NA
"Alex Vesia","Los Angeles Dodgers","P",0.4,NA,NA
"Andrés Muñoz","Seattle Mariners","P",0.3,NA,NA
"Trevor Stephan","Cleveland Guardians","P",0.3,NA,NA
"Bryan Abreu","Houston Astros","P",0.3,NA,NA
"Paul Sewald","Seattle Mariners","P",0.3,NA,NA
"David Robertson","New York Mets","P",0.2,NA,NA
"Miguel Castro","Arizona Diamondbacks","P",0.2,NA,NA
"Pierce Johnson","Colorado Rockies","P",0.2,NA,NA
"Matt Barnes","Miami Marlins","P",0.2,NA,NA
"Brooks Raley","New York Mets","P",0.2,NA,NA
"Enyel De Los Santos","Cleveland Guardians","P",0.2,NA,NA
"Phil Bickford","Los Angeles Dodgers","P",0.2,NA,NA
"Scott McGough","Arizona Diamondbacks","P",0.2,NA,NA
"Drew Smith","New York Mets","P",0.2,NA,NA
"Luis García","San Diego Padres","P",0.2,NA,NA
"Aaron Bummer","Chicago White Sox","P",0.2,NA,NA
"Nick Sandlin","Cleveland Guardians","P",0.2,NA,NA
"Tim Hill","San Diego Padres","P",0.2,NA,NA
"Chris Flexen","Seattle Mariners","P",0.2,NA,NA
"Cole Sulser","Arizona Diamondbacks","P",0.2,NA,NA
"Caleb Ferguson","Los Angeles Dodgers","P",0.2,NA,NA
"Yency Almonte","Los Angeles Dodgers","P",0.1,NA,NA
"Penn Murfee","Seattle Mariners","P",0.1,NA,NA
"Steven Wilson","San Diego Padres","P",0.1,NA,NA
"JT Chargois","Miami Marlins","P",0.1,NA,NA
"Joe Kelly","Chicago White Sox","P",0.1,NA,NA
"John Curtiss","New York Mets","P",0.1,NA,NA
"Matt Brash","Seattle Mariners","P",0.1,NA,NA
"Matt Festa","Seattle Mariners","P",0.1,NA,NA
"Seth Martinez","Houston Astros","P",0.1,NA,NA
"Jimmy Lambert","Chicago White Sox","P",0.1,NA,NA
"Huascar Brazoban","Miami Marlins","P",0.1,NA,NA
"Tommy Hunter","New York Mets","P",0.1,NA,NA
"Kevin Ginkel","Arizona Diamondbacks","P",0.1,NA,NA
"Justin Lawrence","Colorado Rockies","P",0.1,NA,NA
"Kyle Nelson","Arizona Diamondbacks","P",0.1,NA,NA
