"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"0f53dae4-ce66-481d-a4b1-35b7fdf89af9","Gerrit","Cole","13.9",1290,"P1","P","New York Yankees",NA,NA
"3622e8f3-db9a-49f6-81b5-187e3e6e5ca4","Aaron","Judge","1.2",1601,"OF1","OF","New York Yankees",NA,NA
"d5f1886a-fcf8-4e35-8d53-db65b5f0e47c","Juan","Soto","2.5",1515,"OF2","OF","San Diego Padres",NA,NA
"ca50bb1c-9fba-4cf9-bc3d-3e49b89360aa","Corbin","Burnes","15.4",1242,"P2","P","Milwaukee Brewers",NA,NA
"6464b0ee-01df-4dec-8b66-6909d0627434","Freddie","Freeman","12.8",1681,"IF4","IF","Los Angeles Dodgers",NA,NA
"d3672a45-c5fa-40ed-a169-19bd5b383459","José","Ramírez","9.3",1642,"IF1","IF","Cleveland Guardians",NA,NA
"824660d0-f676-483a-8331-ebc7b4918633","Vladimir","Guerrero Jr.","9.7",1529,"IF2","IF","Toronto Blue Jays",NA,NA
"26574c0c-f388-4e7c-baa7-9a10d062dd31","Ronald","Acuña Jr.","3.0",1540,"OF3","OF","Atlanta Braves",NA,NA
"2e95c593-e8c8-4ebf-9590-1ae1a83bd73a","Pete","Alonso","18.5",1465,"IF6","IF","New York Mets",NA,NA
"1da2ef6d-313f-4fca-8db5-6e9dd5b3cb69","Aaron","Nola","27.3",1181,"P4","P","Philadelphia Phillies",NA,NA
"3cef73e5-5a34-46d1-9f93-322a50a44286","Kyle","Tucker","11.0",1368,"OF9","OF","Houston Astros",NA,NA
"9787669c-52e2-4383-8d4d-be71aee639f8","Mike","Trout","7.7",1395,"OF7","OF","Los Angeles Angels",NA,NA
"29da4b84-d7a5-4d06-97a4-065505934adf","Shohei","Ohtani","5.2",1448,"OF4","OF","Los Angeles Angels",NA,NA
"ab772e8b-f3b6-4a72-87b6-0c81c4d73030","Mookie","Betts","8.5",1426,"OF8","OF","Los Angeles Dodgers",NA,NA
"b18106f3-fa0a-4e6d-b5ef-1a0169f9bbba","Trea","Turner","11.9",1577,"IF3","IF","Philadelphia Phillies",NA,NA
"12296a79-dd30-4081-94b5-0c6da2353844","Julio","Rodríguez","5.6",1461,"OF6","OF","Seattle Mariners",NA,NA
"ae837c18-f10d-471c-8042-5289af7f7105","Paul","Goldschmidt","17.4",1541,"IF5","IF","St. Louis Cardinals",NA,NA
"b3a93706-49c9-491c-88a7-973efa9b23c3","Yordan","Alvarez","5.3",1485,"OF5","OF","Houston Astros",NA,NA
"7bb38d69-8fc9-41d5-b654-aebf5cde9582","Matt","Olson","23.8",1444,"IF10","IF","Atlanta Braves",NA,NA
"d3efc8f2-2650-4113-926c-e87d516e7c78","Luis","Castillo","50.6",1018,"P15","P","Seattle Mariners",NA,NA
"950d7a8c-db9f-4309-86da-fa5692034ba2","Dylan","Cease","37.7",1085,"P9","P","Chicago White Sox",NA,NA
"7e06ca55-09de-4752-9c1c-194ebdba84a1","Manny","Machado","19.7",1506,"IF7","IF","San Diego Padres",NA,NA
"fcf1ac06-42a2-407f-a6ca-8a1f86d3840c","Shane","Bieber","41.3",1246,"P11","P","Cleveland Guardians",NA,NA
"693f829c-c7f7-4fc5-b61d-a36977cffc91","Sandy","Alcantara","20.6",1125,"P3","P","Miami Marlins",NA,NA
"16096307-cb89-4509-9c8b-ab8ff09c88e3","Rafael","Devers","24.9",1411,"IF11","IF","Boston Red Sox",NA,NA
"f82bd64c-1980-4a4c-9de9-bbe58206ce71","Kyle","Schwarber","15.5",1304,"OF10","OF","Philadelphia Phillies",NA,NA
"83336385-ffdc-4948-b0ae-f7c586d613fd","Robbie","Ray","66.3",1116,"P21","P","Seattle Mariners",NA,NA
"404a51a7-6196-4537-994a-f8910411aecb","Spencer","Strider","27.4",1099,"P5","P","Atlanta Braves",NA,NA
"c051ed3a-fced-4189-9cb2-0c780e1ff353","Austin","Riley","22.1",1407,"IF9","IF","Atlanta Braves",NA,NA
"1f899e39-ba39-46a2-b01b-701353080ae6","Bo","Bichette","28.3",1361,"IF12","IF","Toronto Blue Jays",NA,NA
"fa735e8e-fd21-4165-a4e9-6401b45a23fd","Kevin","Gausman","62.4",1116,"P20","P","Toronto Blue Jays",NA,NA
"59fa937f-108b-45a7-9c2e-a9807aede1b2","Brandon","Woodruff","39.8",1099,"P10","P","Milwaukee Brewers",NA,NA
