playerid,me,pr,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,ERA,WHIP,SVHD,Year
10472,Enrique Hernández,5.740026175,147,1.376199028,1.123570062,1.089631299,1.196970649,0.239788948,0.71386619,,,,,,,2022
15351,Frank Schwindel,5.72305506,180,1.031860026,1.023035876,1.26418009,0.984664363,0.96248017,0.456834535,,,,,,,2022
13361,Steven Matz,5.710739543,245,,,,,,,1.975114911,1.805304932,1.680815491,0.397835795,0.521446652,-0.669778238,2022
18000,Triston McKenzie,5.66815196,225,,,,,,,1.715697151,1.805304932,2.001740898,-0.150942121,0.966129337,-0.669778238,2022
19742,Anthony Bender,5.66379058,,,,,,,,0.137572447,-0.571098736,0.311533755,1.696610197,1.321875486,2.767297431,2022
12155,Eddie Rosario,5.661585762,121,0.825256625,1.123570062,1.26418009,0.817400827,0.917311969,0.71386619,,,,,,,2022
4106,Michael Brantley,5.648270617,129,0.928558326,0.017694017,0.635804443,1.021518233,2.182021609,0.86267399,,,,,,,2022
22264,Shane Baz,5.645488159,148,,,,,,,0.829353139,1.092383832,1.081754732,1.367343447,1.944431247,-0.669778238,2022
9874,DJ LeMahieu,5.606537955,64,1.376199028,0.118228203,0.775443476,1.176549082,1.730339595,0.429778572,,,,,,,2022
14811,Luke Voit,5.590880017,234,0.790822725,1.324638434,1.124541057,0.937271281,0.239788948,1.173817572,,,,,,,2022
13757,Chris Taylor,5.538124036,177,1.307331227,0.721433318,1.124541057,1.065458214,0.510798156,0.808562063,,,,,,,2022
16258,Aaron Bummer,5.523207315,,,,,,,,0.051099861,-0.571098736,0.332928782,2.373436294,0.966129337,2.370711777,2022
14854,Mike Yastrzemski,5.44839868,189,1.169595627,1.224104248,1.124541057,1.071648056,-0.031220261,0.889729954,,,,,,,2022
20325,Alex Kirilloff,5.434180516,235,0.653087124,0.821967504,0.949992266,0.86780205,1.27865758,0.86267399,,,,,,,2022
20468,Huascar Ynoa,5.39824062,321,,,,,,,1.499515685,1.567664565,1.595235383,0.617346961,0.788256263,-0.669778238,2022
18577,Ke'Bryan Hayes,5.395122772,176,1.341765128,0.41983076,0.915082508,1.213377523,1.007648372,0.497418481,,,,,,,2022
19363,Austin Hays,5.363463259,199,1.135161727,1.023035876,1.124541057,0.964059322,0.646302761,0.470362517,,,,,,,2022
14551,Anthony Santander,5.335486631,211,0.894124425,1.42517262,1.194360573,0.91311729,0.330125351,0.578586372,,,,,,,2022
11609,Willson Contreras,5.332767759,169,1.066293926,1.123570062,1.054721541,1.03547175,0.149452545,0.903257936,,,,,,,2022
15423,Andrew Heaney,5.330722092,224,,,,,,,1.477897538,1.567664565,1.680815491,0.086861642,1.055065875,-0.53758302,2022
2429,Corey Kluber,5.310388801,277,,,,,,,1.629224564,1.567664565,1.573840356,0.599054364,0.610383189,-0.669778238,2022
11342,Jesús Aguilar,5.295091538,256,0.721954924,1.023035876,1.333999606,0.946268584,0.555966358,0.71386619,,,,,,,2022
6632,Carlos Carrasco,5.283271517,294,,,,,,,1.564370125,1.567664565,1.61663041,0.416128392,0.788256263,-0.669778238,2022
13774,Zach Eflin,5.277948839,,,,,,,,1.737315298,2.042945299,1.381285111,0.086861642,0.699319726,-0.669778238,2022
19312,Cal Quantrill,5.275710783,181,,,,,,,1.910260471,1.805304932,1.381285111,0.416128392,0.432510114,-0.669778238,2022
20191,Garrett Whitlock,5.272890423,254,,,,,,,0.63478982,-0.333458369,0.71803927,1.531976822,1.144002412,1.577540469,2022
19244,Cole Irvin,5.254716668,,,,,,,,2.29938711,2.280585666,1.295705003,-0.205819913,0.25463704,-0.669778238,2022
19879,Tanner Houck,5.246564842,255,,,,,,,1.585988271,1.330024199,1.809185654,0.580761767,0.610383189,-0.669778238,2022
19913,Jesús Sánchez,5.226276565,312,0.756388825,1.123570062,1.124541057,0.956528329,0.510798156,0.754450136,,,,,,,2022
25385,Drew Rasmussen,5.223027808,190,,,,,,,1.326570512,1.092383832,1.359890084,1.14783228,0.966129337,-0.669778238,2022
6153,Eduardo Escobar,5.206435611,214,1.066293926,1.324638434,1.473638638,1.0469459,0.013947941,0.280970771,,,,,,,2022
25377,Brady Singer,5.19381194,,,,,,,,1.867024177,2.042945299,1.659420464,0.306372809,-0.012172572,-0.669778238,2022
7550,Jake McGee,5.160858812,286,,,,,,,-0.035372726,-0.571098736,-0.030786679,1.221002669,1.677621635,2.899492649,2022
20151,James Karinchak,5.156325254,,,,,,,,0.007863568,-0.571098736,0.504088999,1.568562016,1.144002412,2.502906995,2022
6562,Alex Cobb,5.135389551,289,,,,,,,1.694079004,1.567664565,1.381285111,0.818565531,0.343573577,-0.669778238,2022
11674,Jameson Taillon,5.078115648,295,,,,,,,1.672460858,1.567664565,1.509655274,0.031983851,0.966129337,-0.669778238,2022
11156,Merrill Kelly,5.064251229,,,,,,,,2.385859696,2.042945299,1.638025437,-0.498501468,0.165700503,-0.669778238,2022
10021,Mike Minor,5.006157683,,,,,,,,1.823787884,1.805304932,1.702210518,-0.443623677,0.788256263,-0.669778238,2022
12863,Matt Barnes,4.994433469,203,,,,,,,0.029481714,-0.571098736,0.568274081,1.14783228,0.788256263,3.031687867,2022
sa3011225,Bobby Witt Jr.,4.987535079,158,1.066293926,0.92250169,1.159450815,0.930352139,0.465629955,0.443306553,,,,,,,2022
18564,Trent Grisham,4.986936904,179,1.376199028,0.821967504,0.984902024,1.120997632,0.104284343,0.578586372,,,,,,,2022
12927,Brandon Nimmo,4.978221544,271,1.169595627,0.218762389,0.391436136,1.152466053,0.872143768,1.173817572,,,,,,,2022
17606,Cristian Javier,4.966507139,232,,,,,,,1.088770899,0.854743465,1.573840356,0.580761767,0.8771928,-0.008802148,2022
12144,Max Kepler,4.962921179,200,1.238463427,1.324638434,1.089631299,1.074639848,-0.437734074,0.673282245,,,,,,,2022
5343,Brandon Crawford,4.931651148,219,0.962992226,0.620899132,1.089631299,0.947487212,0.691470962,0.619170317,,,,,,,2022
15518,Amed Rosario,4.905067931,251,1.204029527,0.118228203,0.775443476,0.985672891,1.59483499,0.226858844,,,,,,,2022
17496,Diego Castillo,4.865396008,343,,,,,,,0.029481714,-0.571098736,0.247348674,1.861243572,1.588685098,1.709735687,2022
6398,Trevor May,4.838717725,,,,,,,,0.137572447,-0.571098736,0.504088999,1.385636044,1.144002412,2.238516559,2022
17128,Ramón Laureano,4.835243001,317,0.962992226,0.92250169,0.775443476,0.854945391,0.510798156,0.808562063,,,,,,,2022
26197,Andrew Vaughn,4.82090968,311,0.859690525,0.92250169,0.949992266,1.008509182,0.420461753,0.659754263,,,,,,,2022
10131,Stephen Strasburg,4.809357645,253,,,,,,,1.153625339,1.567664565,1.124544786,0.489298781,1.144002412,-0.669778238,2022
13435,Pierce Johnson,4.808774317,,,,,,,,0.029481714,-0.571098736,0.354323809,1.440513836,0.788256263,2.767297431,2022
16622,Luis Urías,4.795360336,205,1.066293926,0.721433318,0.949992266,1.022593011,0.375293552,0.659754263,,,,,,,2022
13470,Lucas Sims,4.759462987,324,,,,,,,-0.056990872,-0.571098736,0.439903918,1.166124878,1.410812023,2.370711777,2022
11804,Héctor Neris,4.757530982,,,,,,,,0.24566318,-0.571098736,0.632459162,1.111247086,1.232938949,2.106321341,2022
11762,Noah Syndergaard,4.701228471,185,,,,,,,1.672460858,1.567664565,1.381285111,0.050276448,0.699319726,-0.669778238,2022
15454,Nick Pivetta,4.661165404,270,,,,,,,2.03996935,1.567664565,2.215691169,-0.480208871,-0.012172572,-0.669778238,2022
5524,Madison Bumgarner,4.650270715,304,,,,,,,2.277768963,2.042945299,1.61663041,-1.138742371,0.521446652,-0.669778238,2022
4892,Mike Moustakas,4.632297401,319,0.721954924,1.324638434,1.159450815,0.842887427,-0.076388462,0.659754263,,,,,,,2022
24580,Josiah Gray,4.598189934,342,,,,,,,1.780551591,1.805304932,1.7663956,-0.516794066,0.432510114,-0.669778238,2022
17988,Tyler Stephenson,4.57309314,197,0.756388825,0.319296575,0.670714201,0.856866262,1.188321178,0.781506099,,,,,,,2022
22815,Luis Patiño,4.562315005,,,,,,,,1.348188658,0.854743465,1.509655274,0.599054364,0.788256263,-0.53758302,2022
21992,Camilo Doval,4.556931753,213,,,,,,,0.007863568,-0.571098736,0.354323809,1.47709903,0.521446652,2.767297431,2022
15362,Jeff McNeil,4.555352308,258,0.756388825,0.118228203,0.635804443,0.903149695,1.549666789,0.592114354,,,,,,,2022
11445,Mark Canha,4.513026384,188,1.376199028,0.721433318,0.915082508,1.147146206,-0.211893067,0.56505839,,,,,,,2022
8048,Will Smith,4.504406056,66,,,,,,,0.137572447,-0.571098736,0.418508891,1.221002669,1.588685098,1.709735687,2022
8048,Will Smith,4.504406056,66,,,,,,,0.137572447,-0.571098736,0.418508891,1.221002669,1.588685098,1.709735687,2022
8048,Will Smith,4.504406056,198,,,,,,,0.137572447,-0.571098736,0.418508891,1.221002669,1.588685098,1.709735687,2022
8048,Will Smith,4.504406056,198,,,,,,,0.137572447,-0.571098736,0.418508891,1.221002669,1.588685098,1.709735687,2022
13359,Tyler quin,4.485511194,,0.687521024,0.721433318,0.949992266,0.734530629,0.826975566,0.56505839,,,,,,,2022
15514,Kendall Graveman,4.480844517,323,,,,,,,-0.013754579,-0.571098736,0.05479343,1.714902794,1.321875486,1.974126123,2022
12532,Kolten Wong,4.423099892,171,1.238463427,0.118228203,0.600894685,0.964806195,1.097984775,0.402722608,,,,,,,2022
7146,Daniel Hudson,4.412242525,,,,,,,,-0.013754579,-0.571098736,0.332928782,0.928321114,1.232938949,2.502906995,2022
11836,Taijuan Walker,4.410689623,238,,,,,,,1.715697151,1.567664565,1.424075166,-0.059479135,0.432510114,-0.669778238,2022
9803,Miles Mikolas,4.397120977,,,,,,,,1.542751978,1.567664565,0.71803927,0.3612506,0.8771928,-0.669778238,2022
19470,Tommy Edman,4.365266987,125,1.445066828,0.118228203,0.705623959,0.987952087,1.097984775,0.010411135,,,,,,,2022
19316,Eric Lauer,4.347339412,,,,,,,,1.607606418,1.567664565,1.445470193,0.141739434,0.25463704,-0.669778238,2022
12917,Dylan Bundy,4.324532832,,,,,,,,1.931878617,1.805304932,1.702210518,-0.699720038,0.25463704,-0.669778238,2022
8779,Wade Miley,4.311694151,,,,,,,,2.083205644,2.042945299,1.188729867,0.123446837,-0.456855258,-0.669778238,2022
9847,Andrew McCutchen,4.307905283,262,0.859690525,0.92250169,0.845262992,0.867108585,-0.076388462,0.889729954,,,,,,,2022
2967,Tommy Pham,4.302706767,272,0.962992226,0.520364946,0.565984927,0.888836247,0.555966358,0.808562063,,,,,,,2022
16933,Elieser Herndez,4.280993671,,,,,,,,1.456279391,0.854743465,1.445470193,0.050276448,1.144002412,-0.669778238,2022
19459,Jorge Alcala,4.269298286,,,,,,,,0.115954301,-0.571098736,0.247348674,0.873443322,1.232938949,2.370711777,2022
22168,Akil Baddoo,4.251465552,239,1.238463427,0.721433318,0.845262992,0.952826846,0.104284343,0.389194626,,,,,,,2022
12703,Trevor Bauer,4.230498722,217,,,,,,,0.007863568,1.092383832,0.268743701,1.586854613,1.944431247,-0.669778238,2022
20000,Tyler Wells,4.226941434,,,,,,,,0.69964426,-0.333458369,0.86780446,0.050276448,1.232938949,1.709735687,2022
12988,Andrew Chafin,4.224810654,,,,,,,,0.072718007,-0.571098736,0.05479343,1.550269419,1.144002412,1.974126123,2022
16578,Yandy Díaz,4.181894103,,0.653087124,0.118228203,0.600894685,0.835272559,1.233489379,0.740922154,,,,,,,2022
7531,Collin McHugh,4.168611436,322,,,,,,,0.094336154,-0.571098736,0.247348674,1.714902794,1.766558172,0.916564378,2022
12447,Seth Lugo,4.167096373,,,,,,,,0.072718007,-0.333458369,0.225953647,1.038076697,1.321875486,1.841930905,2022
12804,Matt Wisler,4.156899975,,,,,,,,0.072718007,-0.571098736,0.332928782,0.891735919,1.588685098,1.841930905,2022
17578,JT Brubaker,4.152228174,,,,,,,,1.780551591,1.567664565,1.573840356,-0.443623677,0.343573577,-0.669778238,2022
20454,Jazz Chisholm Jr.,4.134914051,215,1.341765128,1.023035876,0.88017275,0.838750044,-0.121556664,0.172746917,,,,,,,2022
10231,José Iglesias,4.132224997,,0.618653224,-0.283908541,0.600894685,0.711121541,2.136853408,0.348610681,,,,,,,2022
2136,David Peralta,4.109953199,,0.653087124,0.118228203,0.88017275,0.867421337,1.188321178,0.402722608,,,,,,,2022
17874,Nestor Cortes,4.079102373,288,,,,,,,1.304952365,1.092383832,1.424075166,0.050276448,0.8771928,-0.669778238,2022
16502,Ryan Yarbrough,4.056183184,,,,,,,,1.758933444,1.567664565,1.038964677,-0.516794066,0.8771928,-0.669778238,2022
16572,Connor Joe,4.048978113,,0.446483723,0.319296575,0.49616541,0.592038479,1.007648372,1.187345554,,,,,,,2022
10243,Randal Grichuk,4.033945799,267,0.790822725,1.224104248,1.124541057,0.671783222,-0.031220261,0.253914808,,,,,,,2022
12552,Eugenio Suárez,3.996796419,259,0.859690525,1.726775178,1.229270331,0.794314743,-1.070088894,0.456834535,,,,,,,2022
19610,Keibert Ruiz,3.97436957,172,0.308748122,0.520364946,0.600894685,0.547478575,1.188321178,0.808562063,,,,,,,2022
18568,Luis Arraez,3.969271166,182,0.653087124,-0.686045285,0.181977587,0.734297837,2.588535422,0.497418481,,,,,,,2022
15541,Tyler Rogers,3.962781588,308,,,,,,,0.267281327,-0.571098736,-0.159156842,1.312465655,0.610383189,2.502906995,2022
19918,Daulton Varsho,3.961231778,143,0.756388825,0.620899132,0.705623959,0.644711789,0.465629955,0.767978117,,,,,,,2022
10047,Wil Myers,3.957490617,309,0.825256625,0.821967504,1.019811783,0.833200212,0.013947941,0.443306553,,,,,,,2022
10556,César Hernández,3.950718066,,1.204029527,0.319296575,0.670714201,0.960099794,0.691470962,0.105107008,,,,,,,2022
10058,Tyler Matzek,3.91477038,302,,,,,,,0.051099861,-0.571098736,0.397113864,1.897828766,0.165700503,1.974126123,2022
3516,Eric Hosmer,3.911955284,282,0.618653224,0.41983076,0.915082508,0.769049777,0.96248017,0.226858844,,,,,,,2022
5372,Michael Pineda,3.911160582,,,,,,,,1.369806805,1.330024199,0.846409433,0.068569045,0.966129337,-0.669778238,2022
13218,Michael Fulmer,3.908091777,,,,,,,,0.051099861,-0.571098736,0.05479343,1.257587864,0.8771928,2.238516559,2022
13419,Christian Walker,3.878320298,,0.825256625,0.620899132,0.915082508,0.797762056,0.330125351,0.389194626,,,,,,,2022
15679,Rowdy Tellez,3.870372914,,0.412049823,0.821967504,0.740533717,0.558574199,0.420461753,0.916785918,,,,,,,2022
18251,Art Warren,3.861234797,,,,,,,,-0.186699752,-0.571098736,0.161768565,1.824658377,1.055065875,1.577540469,2022
21711,Oneil Cruz,3.836684233,303,0.653087124,0.520364946,0.670714201,0.591540279,0.781807365,0.619170317,,,,,,,2022
14120,Lance McCullers Jr.,3.834616039,173,,,,,,,0.461844647,1.092383832,0.632459162,1.440513836,0.8771928,-0.669778238,2022
19677,Gregory Soto,3.832485969,237,,,,,,,0.137572447,-0.571098736,0.397113864,1.202710072,-0.101109109,2.767297431,2022
7803,Richard Bleier,3.811132147,,,,,,,,0.094336154,-0.571098736,-0.223341923,1.568562016,1.232938949,1.709735687,2022
5827,Wilmer Flores,3.773722315,297,0.377615923,0.41983076,0.49616541,0.501339219,1.143152976,0.835618027,,,,,,,2022
17186,Dinelson Lamet,3.748090408,345,,,,,,,0.051099861,-0.095818002,0.375718836,1.531976822,1.232938949,0.652173942,2022
22713,Carlos Hernández,3.73498268,,,,,,,,1.564370125,1.567664565,1.252914949,0.031983851,-0.012172572,-0.669778238,2022
18030,Harrison Bader,3.732644719,273,0.894124425,0.821967504,0.740533717,0.796068084,0.104284343,0.375666644,,,,,,,2022
13758,Tyler Duffey,3.732001166,,,,,,,,0.137572447,-0.571098736,0.204558619,0.672224753,0.521446652,2.767297431,2022
18335,Josh Staumont,3.714605423,,,,,,,,0.094336154,-0.571098736,0.290138728,1.275880461,0.25463704,2.370711777,2022
10078,Caleb Thielbar,3.706895902,,,,,,,,0.115954301,-0.571098736,0.290138728,1.239295266,1.055065875,1.577540469,2022
5254,Robbie Grossman,3.685003232,207,1.169595627,0.520364946,0.670714201,1.011522294,-0.076388462,0.389194626,,,,,,,2022
15256,Cole Sulser,3.670610735,,,,,,,,0.180808741,-0.571098736,0.354323809,0.946613711,0.521446652,2.238516559,2022
18331,James Kaprielian,3.666809472,,,,,,,,1.196861632,1.330024199,1.16733484,0.031983851,0.610383189,-0.669778238,2022
18806,Drew Steckenrider,3.637005981,,,,,,,,0.115954301,-0.571098736,0.05479343,0.964906308,0.966129337,2.106321341,2022
19901,Gavin Sheets,3.60703029,,0.412049823,0.721433318,0.810353234,0.524281715,0.465629955,0.673282245,,,,,,,2022
15042,Tim Mayza,3.60252287,,,,,,,,0.007863568,-0.571098736,0.097583484,1.34905085,0.8771928,1.841930905,2022
20099,Chris Paddack,3.599614925,335,,,,,,,0.764498699,0.854743465,0.675249216,0.342958003,1.499748561,-0.53758302,2022
sa3014504,Spencer Torkelson,3.54171124,221,0.584219324,0.721433318,0.740533717,0.614318694,0.059116142,0.822090045,,,,,,,2022
19287,Adolis García,3.536643427,249,1.031860026,1.42517262,1.26418009,0.653402127,-0.618406879,-0.219564556,,,,,,,2022
15734,Brad Keller,3.528190948,,,,,,,,1.931878617,1.805304932,1.31710003,-0.132649524,-0.723664869,-0.669778238,2022
19409,Dane Dunning,3.524690237,,,,,,,,1.499515685,1.092383832,1.274309976,0.251495017,0.076763966,-0.669778238,2022
15161,Mitch Garver,3.515550306,276,0.515351523,1.023035876,0.635804443,0.555297721,-0.211893067,0.997953809,,,,,,,2022
21455,Kris Bubic,3.507536674,,,,,,,,1.629224564,1.805304932,1.295705003,-0.09606433,-0.456855258,-0.669778238,2022
4264,Mark Melancon,3.50000321,218,,,,,,,0.094336154,-0.571098736,-0.09497176,1.184417475,-0.012172572,2.899492649,2022
21318,Tylor Megill,3.499709102,,,,,,,,0.829353139,1.092383832,0.931989542,0.306372809,0.8771928,-0.53758302,2022
15653,Dominic Smith,3.46939895,,0.343182023,0.520364946,0.705623959,0.517362578,0.736639163,0.646226281,,,,,,,2022
12718,Adrian Houser,3.451727925,,,,,,,,1.823787884,1.567664565,1.081754732,0.105154239,-0.456855258,-0.669778238,2022
13394,Dylan Floro,3.427077895,257,,,,,,,0.051099861,-0.571098736,-0.052181706,1.239295266,0.521446652,2.238516559,2022
22581,Alejandro Kirk,3.398054089,315,0.136578622,0.319296575,0.356526378,0.35901837,1.052816573,1.173817572,,,,,,,2022
19892,Pavin Smith,3.380442614,,0.687521024,0.118228203,0.565984927,0.751729536,0.96248017,0.294498753,,,,,,,2022
22558,Jarred Kelenic,3.359317619,210,0.928558326,1.023035876,1.019811783,0.711594975,-0.482902275,0.159218935,,,,,,,2022
21618,Alec Bohm,3.336116859,326,0.653087124,0.218762389,0.670714201,0.631270094,0.96248017,0.19980288,,,,,,,2022
12910,Ken Giles,3.326441594,,,,,,,,-0.229936045,-0.571098736,0.012003375,1.129539683,1.144002412,1.841930905,2022
23550,Aaron Ashby,3.320464787,,,,,,,,0.63478982,0.379462731,0.953384569,1.14783228,0.610383189,-0.405387802,2022
27463,Garrett Crochet,3.31845657,,,,,,,,0.072718007,-0.571098736,0.397113864,1.714902794,0.788256263,0.916564378,2022
9368,Evan Longoria,3.317441536,348,0.549785424,0.620899132,0.705623959,0.523252787,0.420461753,0.497418481,,,,,,,2022
10343,Aaron Loup,3.306631016,,,,,,,,-0.013754579,-0.571098736,0.012003375,1.513684225,0.788256263,1.577540469,2022
15043,Lou Trivino,3.247501113,275,,,,,,,0.180808741,-0.571098736,0.118978511,0.763687739,-0.012172572,2.767297431,2022
14771,Emilio Pagán,3.239912698,,,,,,,,0.029481714,-0.571098736,0.161768565,0.013691253,1.499748561,2.106321341,2022
15488,Antonio Senzatela,3.224330565,,,,,,,,2.321005257,2.280585666,1.081754732,-1.065571982,-0.723664869,-0.669778238,2022
14646,Rowan Wick,3.222294187,301,,,,,,,-0.013754579,-0.571098736,0.140373538,0.69051735,0.076763966,2.899492649,2022
11209,Casey Sadler,3.221487997,,,,,,,,-0.121845312,-0.571098736,-0.137761815,1.239295266,1.499748561,1.313150033,2022
10291,Ryan Tepera,3.216258748,,,,,,,,0.051099861,-0.571098736,0.225953647,0.836858128,0.699319726,1.974126123,2022
11752,Luke Jackson,3.210874781,,,,,,,,0.007863568,-0.571098736,0.118978511,1.294173058,0.25463704,2.106321341,2022
20220,Jo Adell,3.1642259,313,0.756388825,0.821967504,0.984902024,0.626360928,-0.076388462,0.05099508,,,,,,,2022
13767,JT Chargois,3.164022656,,,,,,,,0.051099861,-0.571098736,0.140373538,1.312465655,0.521446652,1.709735687,2022
5003,Jake Diekman,3.079154415,,,,,,,,0.051099861,-0.571098736,0.482693972,1.111247086,-0.101109109,2.106321341,2022
17998,Pete Fairbanks,3.069076911,,,,,,,,-0.273172339,-0.571098736,-0.009391652,1.513684225,0.699319726,1.709735687,2022
16918,Luke Weaver,3.043227936,,,,,,,,1.413043098,1.330024199,1.252914949,-0.626549649,0.343573577,-0.669778238,2022
19508,Kyle Lewis,3.033258396,,0.549785424,0.821967504,0.565984927,0.579569864,0.059116142,0.456834535,,,,,,,2022
11847,Chris Martin,3.003905938,,,,,,,,-0.035372726,-0.571098736,-0.159156842,0.56246917,1.232938949,1.974126123,2022
15451,Mike Mayers,2.996471195,,,,,,,,0.094336154,-0.571098736,0.332928782,0.599054364,0.699319726,1.841930905,2022
2396,Carlos Santa,2.99238644,192,0.756388825,0.721433318,0.845262992,0.853120571,-0.437734074,0.253914808,,,,,,,2022
20521,Nick Madrigal,2.984493307,248,0.446483723,-0.686045285,0.147067829,0.514489744,2.362694415,0.19980288,,,,,,,2022
15491,J.P. Crawford,2.960695816,231,1.272897327,-0.082840169,0.635804443,0.965352452,0.510798156,-0.341316393,,,,,,,2022
17092,Domingo Acevedo,2.930950484,,,,,,,,0.072718007,-0.571098736,0.140373538,0.653932156,1.321875486,1.313150033,2022
8241,David Robertson,2.909291632,,,,,,,,-0.100227166,-0.571098736,0.076188457,1.092954489,0.966129337,1.445345251,2022
11899,Joc Pederson,2.907341682,283,0.618653224,0.821967504,0.670714201,0.573761777,-0.302229469,0.524474444,,,,,,,2022
21620,Jake Cousins,2.89288723,,,,,,,,-0.078609019,-0.571098736,0.225953647,1.568562016,0.699319726,1.048759596,2022
17490,Génesis Cabrera,2.847278841,,,,,,,,0.115954301,-0.333458369,0.290138728,1.074661892,0.25463704,1.445345251,2022
15279,Garrett Cooper,2.817390946,,0.239880322,0.118228203,0.286706862,0.329309161,1.007648372,0.835618027,,,,,,,2022
16561,Austin Gomber,2.812578602,,,,,,,,1.564370125,1.805304932,1.274309976,-0.88264601,-0.278982183,-0.669778238,2022
17149,Domingo Germán,2.787004235,,,,,,,,0.56993538,0.854743465,0.632459162,0.123446837,1.144002412,-0.53758302,2022
20367,Brusdar Graterol,2.714762937,,,,,,,,-0.078609019,-0.571098736,-0.159156842,1.422221239,0.788256263,1.313150033,2022
10681,Gio Urshela,2.706809874,291,0.343182023,0.218762389,0.531075169,0.406339042,1.007648372,0.19980288,,,,,,,2022
15223,Adam Frazier,2.692280793,280,1.066293926,-0.384442727,0.391436136,0.812797404,1.052816573,-0.24662052,,,,,,,2022
16094,Zach Thompson,2.690002751,,,,,,,,1.499515685,1.330024199,1.01756965,-0.297282899,-0.190045646,-0.669778238,2022
13602,Patrick Wisdom,2.686092977,320,0.653087124,1.42517262,0.949992266,0.487543035,-1.070088894,0.240386826,,,,,,,2022
7802,Miguel Rojas,2.673195878,,0.859690525,-0.283908541,0.426345894,0.67983967,1.143152976,-0.151924647,,,,,,,2022
11476,Odúbel Herrera,2.656499953,,0.446483723,0.218762389,0.426345894,0.456961609,0.826975566,0.280970771,,,,,,,2022
12160,Ben Gamel,2.65255386,,0.756388825,0.218762389,0.49616541,0.86362203,0.104284343,0.213330862,,,,,,,2022
12730,Nick Martínez,2.650834796,,,,,,,,1.110389045,1.092383832,0.86780446,-0.004601344,0.25463704,-0.669778238,2022
14350,Raimel Tapia,2.650506859,344,0.790822725,-0.585511099,0.216887345,0.519197378,1.685171393,0.023939117,,,,,,,2022
18289,Brian Anderson,2.633874661,,0.446483723,0.41983076,0.635804443,0.615580271,0.194620746,0.321554717,,,,,,,2022
19388,Tony Gonsolin,2.632128644,281,,,,,,,0.937443872,0.617103098,1.01756965,0.342958003,0.25463704,-0.53758302,2022
16647,Ryan Thompson,2.628183078,,,,,,,,-0.165081605,-0.571098736,-0.159156842,1.330758253,1.144002412,1.048759596,2022
18655,A.J. Minter,2.607601787,,,,,,,,-0.078609019,-0.571098736,0.076188457,1.257587864,0.610383189,1.313150033,2022
19734,Josh Rojas,2.586227162,252,1.100727826,0.017694017,0.461255652,0.76529331,0.284957149,-0.043700793,,,,,,,2022
12095,Yimi García,2.559161575,,,,,,,,0.007863568,-0.571098736,0.076188457,0.324665406,1.144002412,1.577540469,2022
11680,Elias Díaz,2.499997465,,0.274314222,0.319296575,0.356526378,0.31121839,0.781807365,0.456834535,,,,,,,2022
sa3010694,Riley Greene,2.493065927,305,0.515351523,0.218762389,0.426345894,0.473197284,0.510798156,0.348610681,,,,,,,2022
13345,Luis Cessa,2.430747295,,,,,,,,0.224045034,-0.571098736,0.05479343,0.580761767,0.432510114,1.709735687,2022
15117,Hunter Dozier,2.422987049,,0.618653224,0.620899132,0.600894685,0.639798395,-0.257061268,0.19980288,,,,,,,2022
16256,Kyle Freeland,2.414192087,,,,,,,,2.018351204,2.042945299,1.295705003,-1.193620162,-1.079411018,-0.669778238,2022
4806,Rich Hill,2.408749131,,,,,,,,1.218479779,0.854743465,0.974779596,-0.22411251,0.25463704,-0.669778238,2022
25007,Alex Vesia,2.404393378,,,,,,,,-0.078609019,-0.571098736,0.268743701,0.818565531,0.521446652,1.445345251,2022
18126,LaMonte Wade Jr.,2.403425608,,0.584219324,0.41983076,0.426345894,0.506831409,-0.031220261,0.497418481,,,,,,,2022
22296,Joe Barlow,2.396023774,244,,,,,,,-0.056990872,-0.571098736,0.05479343,0.745395142,-0.278982183,2.502906995,2022
8410,Deolis Guerra,2.393461637,,,,,,,,0.072718007,-0.571098736,0.033398402,0.141739434,0.610383189,2.106321341,2022
15947,Ryne Stanek,2.376058224,,,,,,,,0.137572447,-0.571098736,0.439903918,0.580761767,0.343573577,1.445345251,2022
18282,Jarlín García,2.375859758,,,,,,,,0.051099861,-0.571098736,-0.030786679,0.781980336,0.699319726,1.445345251,2022
7274,Craig Stammen,2.354334557,,,,,,,,0.072718007,-0.571098736,-0.052181706,1.0197841,1.232938949,0.652173942,2022
18519,Phil Bickford,2.34831811,,,,,,,,-0.121845312,-0.571098736,0.05479343,0.928321114,0.8771928,1.180954815,2022
19959,Jesús Luzardo,2.347321879,,,,,,,,1.218479779,0.617103098,1.145939813,-0.041186538,0.076763966,-0.669778238,2022
19206,Dakota Hudson,2.321977326,346,,,,,,,1.240097925,1.092383832,0.611064135,0.416128392,-0.36791872,-0.669778238,2022
12775,Brad Miller,2.318042901,,0.412049823,0.721433318,0.426345894,0.364689382,-0.347397671,0.740922154,,,,,,,2022
11423,José Quinta,2.311051885,,,,,,,,1.499515685,0.854743465,1.359890084,-0.187527316,-0.545791795,-0.669778238,2022
9761,Joe Kelly,2.307393043,,,,,,,,-0.186699752,-0.571098736,-0.073576733,1.568562016,0.521446652,1.048759596,2022
18015,Paul DeJong,2.297266216,,0.618653224,0.92250169,0.775443476,0.534551643,-0.618406879,0.064523062,,,,,,,2022
19309,Trevor Richards,2.284907706,,,,,,,,0.007863568,-0.333458369,0.140373538,0.544176573,0.8771928,1.048759596,2022
